3.109756097560975596e-01,0.000000000000000000e+00,1.702127659574468044e-01
3.231707317073170826e-01,0.000000000000000000e+00,1.702127659574468044e-01
2.947154471544715104e-01,0.000000000000000000e+00,1.702127659574468044e-01
3.069105691056910334e-01,0.000000000000000000e+00,1.702127659574468044e-01
3.191056910569105565e-01,0.000000000000000000e+00,1.702127659574468044e-01
3.231707317073170826e-01,0.000000000000000000e+00,1.702127659574468044e-01
4.186991869918699205e-01,0.000000000000000000e+00,1.702127659574468044e-01
4.979674796747967092e-01,0.000000000000000000e+00,1.702127659574468044e-01
5.497967479674796820e-01,0.000000000000000000e+00,1.702127659574468044e-01
5.894308943089430208e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.894308943089430208e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.660569105691056757e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.619918699186990940e-01,0.000000000000000000e+00,3.404255319148936088e-01
6.016260162601625439e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.934959349593494915e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.934959349593494915e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
6.056910569105691255e-01,0.000000000000000000e+00,3.404255319148936088e-01
6.056910569105691255e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.894308943089430208e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.497967479674796820e-01,0.000000000000000000e+00,1.702127659574468044e-01
4.705284552845527823e-01,0.000000000000000000e+00,1.702127659574468044e-01
4.745934959349593640e-01,0.000000000000000000e+00,1.702127659574468044e-01
5.782520325203251987e-01,0.000000000000000000e+00,1.702127659574468044e-01
5.934959349593494915e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.894308943089430208e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.853658536585365502e-01,0.000000000000000000e+00,3.404255319148936088e-01
6.016260162601625439e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.975609756097560732e-01,4.032258064516128920e-03,3.404255319148936088e-01
5.538617886178861527e-01,1.209677419354838676e-02,3.404255319148936088e-01
5.060975609756096505e-01,4.032258064516128920e-03,3.404255319148936088e-01
4.827235772357723054e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.376016260162601590e-01,8.064516129032257841e-03,3.404255319148936088e-01
5.264227642276422259e-01,8.064516129032257841e-03,3.404255319148936088e-01
4.979674796747967092e-01,2.721774193548387108e-02,3.404255319148936088e-01
5.701219512195121464e-01,8.669354838709676658e-02,3.404255319148936088e-01
5.223577235772357552e-01,9.475806451612903136e-02,3.404255319148936088e-01
4.583333333333333148e-01,9.879032258064517069e-02,3.404255319148936088e-01
3.231707317073170826e-01,8.064516129032257841e-03,3.404255319148936088e-01
3.506097560975609539e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.304878048780488076e-01,1.139112903225806550e-01,3.404255319148936088e-01
5.619918699186990940e-01,1.300403225806451568e-01,3.404255319148936088e-01
6.493902439024389350e-01,1.098790322580645157e-01,3.404255319148936088e-01
4.420731707317072656e-01,7.862903225806451568e-02,3.404255319148936088e-01
3.150406504065040303e-01,4.032258064516128920e-03,3.404255319148936088e-01
2.713414634146341098e-01,0.000000000000000000e+00,3.404255319148936088e-01
4.827235772357723054e-01,1.421370967741935332e-01,3.404255319148936088e-01
7.134146341463414309e-01,1.693548387096774355e-01,3.404255319148936088e-01
4.583333333333333148e-01,6.250000000000000000e-02,3.404255319148936088e-01
3.150406504065040303e-01,0.000000000000000000e+00,1.702127659574468044e-01
3.424796747967479571e-01,0.000000000000000000e+00,3.404255319148936088e-01
3.343495934959349047e-01,0.000000000000000000e+00,3.404255319148936088e-01
3.343495934959349047e-01,0.000000000000000000e+00,3.404255319148936088e-01
3.424796747967479571e-01,0.000000000000000000e+00,3.404255319148936088e-01
3.587398373983739508e-01,0.000000000000000000e+00,3.404255319148936088e-01
4.268292682926829174e-01,3.931451612903225784e-02,3.404255319148936088e-01
6.819105691056909224e-01,1.693548387096774355e-01,3.404255319148936088e-01
9.085365853658536883e-01,2.167338709677419373e-01,3.404255319148936088e-01
9.441056910569105565e-01,2.913306451612903136e-01,3.404255319148936088e-01
9.441056910569105565e-01,3.034274193548386900e-01,3.404255319148936088e-01
9.481707317073170271e-01,3.114919354838709409e-01,3.404255319148936088e-01
9.603658536585365502e-01,3.618951612903225645e-01,3.404255319148936088e-01
9.481707317073170271e-01,3.659274193548386900e-01,3.404255319148936088e-01
9.247967479674795710e-01,3.114919354838709409e-01,3.404255319148936088e-01
9.085365853658536883e-01,2.167338709677419373e-01,3.404255319148936088e-01
5.975609756097560732e-01,8.266129032258064113e-02,3.404255319148936088e-01
3.465447154471544833e-01,5.947580645161290591e-02,3.404255319148936088e-01
4.024390243902438713e-01,1.028225806451612823e-01,3.404255319148936088e-01
4.227642276422763912e-01,1.028225806451612823e-01,3.404255319148936088e-01
5.223577235772357552e-01,1.532258064516128782e-01,3.404255319148936088e-01
8.170731707317073766e-01,2.358870967741935332e-01,3.404255319148936088e-01
8.963414634146341653e-01,1.854838709677419095e-01,3.404255319148936088e-01
2.825203252032520429e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.853658536585365502e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.457317073170732113e-01,0.000000000000000000e+00,3.404255319148936088e-01
7.886178861788616379e-01,1.653225806451612823e-01,3.404255319148936088e-01
9.329268292682926234e-01,1.461693548387096864e-01,3.404255319148936088e-01
5.416666666666666297e-01,0.000000000000000000e+00,3.404255319148936088e-01
8.526422764227642448e-01,2.167338709677419373e-01,3.404255319148936088e-01
7.012195121951219079e-01,4.737903225806451568e-02,3.404255319148936088e-01
4.827235772357723054e-01,8.064516129032257841e-03,3.404255319148936088e-01
8.770325203252031798e-01,2.006048387096774077e-01,3.404255319148936088e-01
9.563008130081299685e-01,3.114919354838709409e-01,3.404255319148936088e-01
9.603658536585365502e-01,3.578629032258064391e-01,3.404255319148936088e-01
9.522357723577234978e-01,3.508064516129031918e-01,3.404255319148936088e-01
6.697154471544715104e-01,6.250000000000000000e-02,3.404255319148936088e-01
3.709349593495934738e-01,0.000000000000000000e+00,3.404255319148936088e-01
3.943089430894308189e-01,0.000000000000000000e+00,3.404255319148936088e-01
4.268292682926829174e-01,0.000000000000000000e+00,3.404255319148936088e-01
5.142276422764227028e-01,0.000000000000000000e+00,3.404255319148936088e-01
6.890243902439023849e-01,7.459677419354839023e-02,3.404255319148936088e-01
9.400406504065039748e-01,2.872983870967741882e-01,3.404255319148936088e-01
