1000,74.8
2000,73.8
3000,73.7
4000,75.7
5000,74.6
6000,75.0
7000,73.4
8000,76.6
9000,72.5
10000,74.8
11000,73.7
12000,75.1
13000,74.3
14000,77.3
15000,77.4
16000,75.1
17000,75.0
18000,74.5
19000,76.4
20000,73.0
21000,72.2
22000,72.5
23000,73.8
24000,75.3
25000,75.9
26000,74.5
27000,74.8
28000,72.3
29000,75.4
30000,74.5
31000,75.7
32000,74.2
33000,77.6
34000,72.1
35000,74.7
36000,74.8
37000,73.2
38000,75.1
39000,74.3
40000,73.1
41000,72.4
42000,74.2
43000,73.9
44000,74.9
45000,73.9
46000,73.2
47000,75.8
48000,78.4
49000,75.7
50000,73.2
